numGroups,matchDuration
2,858.0
4,965.8636363636364
5,1356.4444444444443
6,1123.0
7,1177.909090909091
8,1682.6037735849056
9,1542.0
10,1569.985436893204
11,1779.1894273127753
12,1806.631054131054
13,1672.6160714285713
14,1724.9708737864078
15,1619.7904191616767
16,1702.9941002949852
17,1687.8802721088434
18,1606.5396551724139
19,1656.9462528387585
20,1647.542105263158
21,1606.3863337713535
22,1648.6041738234285
23,1616.5546134823521
24,1588.4502479661887
25,1578.1441899567349
26,1564.5390485260637
27,1552.496329042346
28,1555.8916478103786
29,1545.7492310207558
30,1558.9019643871313
31,1513.7539592043584
32,1511.6852091697967
33,1488.429490616622
34,1480.2981927710844
35,1632.9710930442639
36,1646.546160483175
37,1670.4634904194718
38,1727.58423608517
39,1721.5198818897638
40,1749.7114893617022
41,1680.0679457587999
42,1721.9785993804012
43,1692.594110723824
44,1660.7984335374313
45,1633.7826219621638
46,1588.2008276649383
47,1555.1136997033968
48,1528.6625995214574
49,1487.3414031747666
50,1468.65019875071
51,1485.4319248826291
52,1877.0743801652893
53,1638.7340425531916
54,1879.892857142857
55,1385.0
56,1384.2027027027027
57,1935.0
58,1400.5
59,1592.1780821917807
60,1709.6299212598426
61,1490.5437788018432
62,1467.0
63,1514.8
64,1737.9123287671232
65,1550.8215962441313
66,1389.0
67,1712.6707616707617
68,1366.6690647482014
69,1596.6845637583892
70,1840.896373056995
71,1497.3858695652175
72,1466.5214408233276
73,1724.9493827160493
74,1679.1314229249012
75,1668.3688524590164
76,1640.5895816890293
77,1619.8096
78,1545.6571072319202
79,1550.3781512605042
80,1575.9561586638831
81,1747.486956521739
82,1664.5601208459213
83,1774.144836835047
84,1718.973949853468
85,1775.2742191635787
86,1769.497273966379
87,1767.1848847139197
88,1743.1565967940815
89,1734.082077407486
90,1725.6265413381848
91,1699.3913302928263
92,1654.7519951246409
93,1624.850294583915
94,1562.4099939795303
95,1545.126515571757
96,1495.9963716042691
97,1460.1869664542503
98,1466.7357160372733
99,1447.6404980114128
100,1393.4072289156627
