numGroups,matchDuration
1,1516.701754385965
2,1806.2635549269212
4,974.0294117647059
5,1396.5
6,1121.8
7,1145.8235294117646
8,1654.187969924812
9,1542.0
10,1572.797619047619
11,1779.1894273127753
12,1796.4837837837838
13,1640.115635179153
14,1719.0429864253394
15,1627.1716666666666
16,1691.3333333333333
17,1697.9449541284403
18,1566.2415014164305
19,1644.2612377850162
20,1640.1667237247518
21,1600.9376886589048
22,1641.188509492774
23,1613.3759582064476
24,1588.436137071651
25,1581.6247979795892
26,1569.4277896740423
27,1560.7517523669057
28,1564.8412799803457
29,1555.4273301888593
30,1568.0840088999319
31,1524.5566682504295
32,1525.316443927949
33,1494.6241686942417
34,1487.1859315589354
35,1639.1648854961832
36,1667.3470790378008
37,1657.1981765834933
38,1708.1266901822457
39,1696.245224413729
40,1737.5550954875782
41,1667.226121058878
42,1697.3258959626928
43,1670.2349521871254
44,1658.1713911163322
45,1634.038547881922
46,1597.1929024415126
47,1567.5014074242092
48,1549.4970470702258
49,1506.1448294356442
50,1476.1970616152862
51,1456.3725490196077
52,1874.387878787879
53,1536.6593406593406
54,1879.892857142857
55,1385.0
56,1336.3470588235293
57,1935.0
58,1400.5
59,1470.8493723849372
60,1709.6299212598426
61,1449.6074074074074
62,1467.0
63,1474.8880597014925
64,1755.820823244552
65,1550.8215962441313
66,1389.0
67,1655.5588752196836
68,1366.6690647482014
69,1596.6845637583892
70,1840.896373056995
71,1497.3858695652175
72,1435.9899425287356
73,1699.1773455377574
74,1679.1314229249012
75,1612.5153203342618
76,1640.5895816890293
77,1623.4573082489146
78,1549.2420197330239
79,1566.7811874583056
80,1562.5389030612246
81,1707.8690568978955
82,1646.5098398169337
83,1678.9426229508197
84,1673.1314655172414
85,1723.5404385073327
86,1702.210885877478
87,1709.167440551569
88,1675.4148280406412
89,1670.4279790930593
90,1671.5470339074159
91,1655.880215219627
92,1632.8529606329853
93,1625.6966470918187
94,1574.0401948463352
95,1560.9243095257268
96,1532.3978855611508
97,1492.749909795182
98,1501.37194734453
99,1472.9829855936414
100,1391.7142857142858
